,country,Code,Year,Schizophrenia,Depression,Anxiety,Bipolar,Eating
4935,San Marino,SMR,2005,0.28286752,4.0786476,5.51022,0.91656655,0.54008085
4936,San Marino,SMR,2006,0.28297114,4.0804725,5.509282,0.9168288,0.5429535
4937,San Marino,SMR,2007,0.28324884,4.080268,5.5046754,0.91708124,0.545868
4938,San Marino,SMR,2008,0.28358367,4.0803356,5.498985,0.91732013,0.54857236
4939,San Marino,SMR,2009,0.28385857,4.081591,5.4948,0.917544,0.55048335
4940,San Marino,SMR,2010,0.28395638,4.082509,5.4947157,0.91775405,0.55051506
4941,San Marino,SMR,2011,0.28372657,4.0831385,5.5014095,0.91794866,0.54780537
4942,San Marino,SMR,2012,0.28321028,4.085105,5.5134583,0.91812783,0.54048204
4943,San Marino,SMR,2013,0.28257772,4.085575,5.5272756,0.91828984,0.53136253
4944,San Marino,SMR,2014,0.28199995,4.08449,5.5393167,0.9184343,0.5232666
4945,San Marino,SMR,2015,0.2816486,4.084571,5.5460873,0.9185623,0.5175254
4946,San Marino,SMR,2016,0.28157577,4.0876093,5.547377,0.9186737,0.5149223
4947,San Marino,SMR,2017,0.28154105,4.0877786,5.546829,0.9187675,0.51205164
4948,San Marino,SMR,2018,0.2810688,4.089612,5.5453506,0.9188432,0.50937545
4949,San Marino,SMR,2019,0.28010872,4.0918827,5.542622,0.9189005,0.50515896
5040,Serbia,SRB,1990,0.28391153,3.0980194,3.298805,0.540626,0.13087903
5041,Serbia,SRB,1991,0.2835955,3.0900764,3.301039,0.54052263,0.1275429
5042,Serbia,SRB,1992,0.28327143,3.0839071,3.3046837,0.54048234,0.12454399
5043,Serbia,SRB,1993,0.28297082,3.0757797,3.3089528,0.540485,0.12226438
5044,Serbia,SRB,1994,0.28273013,3.0689569,3.31216,0.5404671,0.12023792
5045,Serbia,SRB,1995,0.28256184,3.0626123,3.3154256,0.5404908,0.118746914
5046,Serbia,SRB,1996,0.28239366,3.0554667,3.3200147,0.5405241,0.11787099
5047,Serbia,SRB,1997,0.28214324,3.0466144,3.329775,0.54070115,0.117472395
5048,Serbia,SRB,1998,0.28187937,3.0389056,3.3409157,0.5409159,0.11674941
5049,Serbia,SRB,1999,0.28172007,3.0252264,3.3446522,0.5408169,0.11605915
5050,Serbia,SRB,2000,0.28166893,3.0092037,3.3457527,0.54069465,0.115679815
5051,Serbia,SRB,2001,0.28173384,2.99539,3.3501468,0.5407558,0.116436474
5052,Serbia,SRB,2002,0.28192544,2.9775953,3.35524,0.5407883,0.117787324
5053,Serbia,SRB,2003,0.28218403,2.956505,3.3597996,0.5407778,0.119659364
5054,Serbia,SRB,2004,0.28243154,2.9374812,3.3643441,0.5407989,0.12173406
5055,Serbia,SRB,2005,0.28261274,2.9202738,3.3671875,0.5408186,0.12355641
5056,Serbia,SRB,2006,0.2827815,2.9037662,3.3685405,0.54081154,0.12561597
5057,Serbia,SRB,2007,0.28300402,2.8852015,3.3700407,0.5408024,0.1273359
5058,Serbia,SRB,2008,0.28325164,2.8666155,3.3714156,0.54079264,0.1293934
5059,Serbia,SRB,2009,0.2834988,2.8507,3.3720725,0.54076844,0.13136601
5060,Serbia,SRB,2010,0.28371772,2.839741,3.3716702,0.5407289,0.13288817
5061,Serbia,SRB,2011,0.2840543,2.8318923,3.3694704,0.5406678,0.13434955
5062,Serbia,SRB,2012,0.2845795,2.8229446,3.365633,0.5405978,0.1361638
5063,Serbia,SRB,2013,0.2851511,2.8167434,3.3617408,0.54055643,0.13700922
5064,Serbia,SRB,2014,0.2856391,2.8110495,3.3580794,0.540523,0.13842759
5065,Serbia,SRB,2015,0.28591478,2.8073838,3.3545988,0.54047257,0.13928807
5066,Serbia,SRB,2016,0.2857797,2.8106384,3.3464797,0.5404228,0.14055094
5067,Serbia,SRB,2017,0.2855267,2.8161287,3.3387032,0.5403768,0.14121008
5068,Serbia,SRB,2018,0.28533348,2.815798,3.3362787,0.54033136,0.1423078
5069,Serbia,SRB,2019,0.28505,2.814907,3.33539,0.540287,0.14359924
5160,Eslovaquia,SVK,1990,0.2887255,2.9265432,3.4548378,0.54316795,0.14707577
5161,Eslovaquia,SVK,1991,0.28833556,2.926137,3.4567719,0.5431874,0.14494403
5162,Eslovaquia,SVK,1992,0.2880517,2.9223967,3.4586635,0.5432015,0.14351402
5163,Eslovaquia,SVK,1993,0.2878708,2.919811,3.4603515,0.5432103,0.14205824
5164,Eslovaquia,SVK,1994,0.2877899,2.9156985,3.461601,0.54321116,0.14122628
5165,Eslovaquia,SVK,1995,0.28780612,2.9127612,3.4624782,0.5432053,0.14076175
5166,Eslovaquia,SVK,1996,0.2880282,2.90875,3.4639943,0.5431936,0.1409816
5167,Eslovaquia,SVK,1997,0.2884739,2.9024482,3.4664793,0.5431766,0.14166246
5168,Eslovaquia,SVK,1998,0.289003,2.8958678,3.4692652,0.5431605,0.14222874
5169,Eslovaquia,SVK,1999,0.28947645,2.8871415,3.4715078,0.54314476,0.14258887
5170,Eslovaquia,SVK,2000,0.28975654,2.877292,3.4723582,0.5431237,0.14348006
5171,Eslovaquia,SVK,2001,0.28984782,2.8680182,3.471976,0.5430953,0.14446281
5172,Eslovaquia,SVK,2002,0.28988153,2.859049,3.4711547,0.54306203,0.14591862
5173,Eslovaquia,SVK,2003,0.28990924,2.8473759,3.4701512,0.54302776,0.14741059
5174,Eslovaquia,SVK,2004,0.28998363,2.8349662,3.4689987,0.54298854,0.14925972
5175,Eslovaquia,SVK,2005,0.29015675,2.822717,3.4679728,0.54294574,0.15122125
5176,Eslovaquia,SVK,2006,0.29061568,2.8081121,3.4669056,0.5429009,0.15345936
5177,Eslovaquia,SVK,2007,0.2913802,2.7911031,3.4654307,0.5428536,0.1560524
5178,Eslovaquia,SVK,2008,0.2922494,2.773399,3.463822,0.542808,0.15914044
5179,Eslovaquia,SVK,2009,0.2930242,2.7572942,3.4621809,0.5427626,0.1620102
5180,Eslovaquia,SVK,2010,0.29350546,2.742725,3.4605832,0.54271483,0.16429439
5181,Eslovaquia,SVK,2011,0.29375234,2.7322502,3.457906,0.5426656,0.16675645
5182,Eslovaquia,SVK,2012,0.293966,2.7200491,3.4534981,0.54261553,0.16867748
5183,Eslovaquia,SVK,2013,0.2941598,2.7100556,3.4483354,0.54256624,0.17076997
5184,Eslovaquia,SVK,2014,0.29434726,2.702602,3.4433794,0.542519,0.17259449
5185,Eslovaquia,SVK,2015,0.29454166,2.6960647,3.4395785,0.5424747,0.17460677
5186,Eslovaquia,SVK,2016,0.29527995,2.6932156,3.4296978,0.54242957,0.17710134
5187,Eslovaquia,SVK,2017,0.29598767,2.6921725,3.4204469,0.5423847,0.17899124
5188,Eslovaquia,SVK,2018,0.29599878,2.692408,3.4206145,0.5423434,0.1810499
5189,Eslovaquia,SVK,2019,0.29567876,2.695262,3.4256656,0.54230446,0.18270175
5190,Eslovenia,SVN,1990,0.29433712,3.779249,3.4201221,0.5483297,0.16267575
5191,Eslovenia,SVN,1991,0.29439417,3.7824721,3.4192302,0.548297,0.16037928
5192,Eslovenia,SVN,1992,0.29448265,3.7806234,3.4184716,0.5482557,0.15878937
5193,Eslovenia,SVN,1993,0.2945902,3.7749689,3.4174907,0.5482015,0.15717413
5194,Eslovenia,SVN,1994,0.294704,3.7670622,3.4165697,0.5481454,0.15608084
5195,Eslovenia,SVN,1995,0.29481214,3.7597392,3.4157934,0.5480902,0.15564717
5196,Eslovenia,SVN,1996,0.29497465,3.743182,3.415419,0.5480421,0.1558942
5197,Eslovenia,SVN,1997,0.29523066,3.7157915,3.415553,0.54798603,0.15651421
5198,Eslovenia,SVN,1998,0.2955267,3.6781166,3.4156392,0.54792005,0.15723932
5199,Eslovenia,SVN,1999,0.29580837,3.6407268,3.4154978,0.5478539,0.15830022
5200,Eslovenia,SVN,2000,0.29602134,3.609061,3.4148707,0.54778534,0.15960872
5201,Eslovenia,SVN,2001,0.2962314,3.5811453,3.4146807,0.5477201,0.16065343
5202,Eslovenia,SVN,2002,0.29651693,3.5528603,3.4154725,0.5476495,0.16242416
5203,Eslovenia,SVN,2003,0.29683208,3.5234346,3.4163406,0.5475685,0.1646438
5204,Eslovenia,SVN,2004,0.29712954,3.4906077,3.4166489,0.5474863,0.16660479
5205,Eslovenia,SVN,2005,0.29736274,3.458315,3.4155588,0.5473989,0.16811678
5206,Eslovenia,SVN,2006,0.29760498,3.4168038,3.412923,0.54731697,0.16993526
5207,Eslovenia,SVN,2007,0.2979254,3.365157,3.4092996,0.5472392,0.17160432
5208,Eslovenia,SVN,2008,0.298263,3.3104546,3.4051182,0.5471558,0.17345054
5209,Eslovenia,SVN,2009,0.29855317,3.2616494,3.4013062,0.54708517,0.17497812
5210,Eslovenia,SVN,2010,0.29873276,3.2262132,3.3985589,0.54702723,0.17599195
5211,Eslovenia,SVN,2011,0.29887468,3.198042,3.396629,0.5469755,0.17654982
5212,Eslovenia,SVN,2012,0.2990663,3.170064,3.3948138,0.5469312,0.17746557
5213,Eslovenia,SVN,2013,0.29926476,3.1455755,3.3929334,0.5468908,0.17795832
5214,Eslovenia,SVN,2014,0.2994261,3.1279106,3.3910072,0.5468587,0.17820108
5215,Eslovenia,SVN,2015,0.29950804,3.1176937,3.3889303,0.54683584,0.17944098
5216,Eslovenia,SVN,2016,0.29934824,3.1237047,3.3792083,0.54681283,0.18036084
5217,Eslovenia,SVN,2017,0.29917935,3.1313162,3.3704271,0.54679406,0.18203017
5218,Eslovenia,SVN,2018,0.29926845,3.1262515,3.3750324,0.5467767,0.18319431
5219,Eslovenia,SVN,2019,0.2995073,3.1152232,3.3891728,0.5467665,0.1849328
5370,España,ESP,1990,0.26533097,4.083788,4.6099052,0.9199943,0.4630874
5371,España,ESP,1991,0.26524615,4.0061064,4.6215096,0.91996837,0.46896124
5372,España,ESP,1992,0.26517737,3.9369006,4.6264596,0.9199487,0.47503522
5373,España,ESP,1993,0.26512778,3.8762555,4.62621,0.9199226,0.4808841
5374,España,ESP,1994,0.26510474,3.8312209,4.6221313,0.9198759,0.48714554
5375,España,ESP,1995,0.26510584,3.799392,4.6159086,0.9198195,0.49087846
5376,España,ESP,1996,0.26515076,3.7810774,4.5625477,0.919729,0.4948218
5377,España,ESP,1997,0.26523796,3.769322,4.4448476,0.91961086,0.49939618
5378,España,ESP,1998,0.26535118,3.7594347,4.3053117,0.9194538,0.5036295
5379,España,ESP,1999,0.2654692,3.7525496,4.186335,0.9192558,0.5084452
5380,España,ESP,2000,0.26556897,3.7428038,4.1303062,0.91902083,0.51308703
5381,España,ESP,2001,0.2656444,3.738759,4.1491303,0.9193592,0.5186707
5382,España,ESP,2002,0.26569927,3.7476277,4.2152863,0.920559,0.52531534
5383,España,ESP,2003,0.26573914,3.766802,4.311017,0.9220768,0.53182846
5384,España,ESP,2004,0.26577577,3.7885585,4.418193,0.9233383,0.5387039
5385,España,ESP,2005,0.2658265,3.8114219,4.5191884,0.9237578,0.5446762
5386,España,ESP,2006,0.2658833,3.8760362,4.650517,0.923595,0.55223906
5387,España,ESP,2007,0.26592594,3.9983077,4.832557,0.92350537,0.56145084
5388,España,ESP,2008,0.265951,4.146153,5.02229,0.923487,0.57133406
5389,España,ESP,2009,0.26594946,4.281249,5.1769824,0.9235392,0.57930857
5390,España,ESP,2010,0.26592284,4.3695283,5.2538624,0.9236527,0.58327866
5391,España,ESP,2011,0.26588783,4.4169974,5.275168,0.923807,0.5835277
5392,España,ESP,2012,0.26586136,4.459497,5.29284,0.9239837,0.582039
5393,España,ESP,2013,0.26583636,4.494284,5.3067756,0.92416084,0.5783364
5394,España,ESP,2014,0.26580942,4.524759,5.3172936,0.9243143,0.576135
5395,España,ESP,2015,0.26577014,4.549931,5.3248467,0.9244504,0.57605064
5396,España,ESP,2016,0.2656553,4.5881457,5.3299813,0.9245631,0.58009267
5397,España,ESP,2017,0.2655436,4.6281743,5.331112,0.92466897,0.58482724
5398,España,ESP,2018,0.2655401,4.661225,5.1842403,0.9247574,0.5868674
5399,España,ESP,2019,0.2656171,4.704455,4.8611727,0.92482716,0.59025174
5490,Suecia,SWE,1990,0.28247505,4.1926537,4.7261386,0.9692423,0.41253954
5491,Suecia,SWE,1991,0.28243864,4.219642,4.731818,0.9692026,0.4118109
5492,Suecia,SWE,1992,0.28238055,4.2393165,4.7370696,0.9691628,0.41127172
5493,Suecia,SWE,1993,0.2823004,4.254111,4.7416477,0.9691405,0.41101903
5494,Suecia,SWE,1994,0.2822003,4.2628856,4.7453403,0.9691259,0.41121778
5495,Suecia,SWE,1995,0.28208625,4.26665,4.747839,0.9691266,0.41209525
5496,Suecia,SWE,1996,0.2819342,4.2602377,4.7498245,0.96913195,0.41467625
5497,Suecia,SWE,1997,0.28174186,4.2432218,4.751873,0.9691258,0.41965687
5498,Suecia,SWE,1998,0.28153095,4.224361,4.7537622,0.9691176,0.4261799
5499,Suecia,SWE,1999,0.28133804,4.2076826,4.755499,0.9691066,0.43276325
5500,Suecia,SWE,2000,0.28119302,4.1992197,4.75691,0.96909446,0.43789804
5501,Suecia,SWE,2001,0.2810993,4.1991477,4.7599525,0.9697314,0.4413976
5502,Suecia,SWE,2002,0.2810437,4.2021055,4.765343,0.9712562,0.44641316
5503,Suecia,SWE,2003,0.28100553,4.2052155,4.771241,0.97305906,0.45151484
5504,Suecia,SWE,2004,0.28096583,4.2103257,4.7759933,0.9745604,0.45612034
5505,Suecia,SWE,2005,0.2808977,4.2129164,4.777713,0.97516423,0.45930645
5506,Suecia,SWE,2006,0.28073454,4.217909,4.7738914,0.9751218,0.46289718
5507,Suecia,SWE,2007,0.2804766,4.225591,4.7653008,0.9750791,0.46599296
5508,Suecia,SWE,2008,0.28018516,4.234264,4.7554255,0.9750263,0.46931773
5509,Suecia,SWE,2009,0.27991498,4.2407866,4.7479687,0.97497815,0.47211382
5510,Suecia,SWE,2010,0.2797282,4.2407126,4.7463956,0.97492015,0.47481048
5511,Suecia,SWE,2011,0.27963156,4.22631,4.7557306,0.974864,0.47831133
5512,Suecia,SWE,2012,0.27958226,4.1989436,4.7743897,0.9747945,0.48268986
5513,Suecia,SWE,2013,0.2795508,4.1665277,4.7959495,0.97469544,0.48728612
5514,Suecia,SWE,2014,0.27949017,4.1359577,4.814231,0.9745827,0.4914327
5515,Suecia,SWE,2015,0.27936536,4.120638,4.8231792,0.97445,0.49534827
5516,Suecia,SWE,2016,0.27535465,4.11966,4.815395,0.9743236,0.50228727
5517,Suecia,SWE,2017,0.27111426,4.121651,4.804309,0.9741993,0.5089513
5518,Suecia,SWE,2018,0.27053487,4.1201286,4.7994685,0.9740638,0.511898
5519,Suecia,SWE,2019,0.27025598,4.116486,4.795127,0.97393054,0.51417124
5520,Suiza,CHE,1990,0.28226843,4.3947945,6.4558086,0.93338865,0.45546156
5521,Suiza,CHE,1991,0.2819431,4.3783665,6.463797,0.93336517,0.45821488
5522,Suiza,CHE,1992,0.28161117,4.3597436,6.4718676,0.93339217,0.46133587
5523,Suiza,CHE,1993,0.28129566,4.341369,6.479186,0.9334592,0.46458197
5524,Suiza,CHE,1994,0.28101903,4.3204045,6.4852715,0.9335733,0.4676375
5525,Suiza,CHE,1995,0.2808057,4.299311,6.4897356,0.9337286,0.47043008
5526,Suiza,CHE,1996,0.28054866,4.2780943,6.493734,0.93390846,0.4741584
5527,Suiza,CHE,1997,0.28018326,4.252891,6.4987364,0.93409544,0.47823626
5528,Suiza,CHE,1998,0.27979368,4.223983,6.5038986,0.93427557,0.48181355
5529,Suiza,CHE,1999,0.2794646,4.189216,6.508471,0.9344479,0.48490757
5530,Suiza,CHE,2000,0.2792799,4.142584,6.5116677,0.9345964,0.48670807
5531,Suiza,CHE,2001,0.27923554,4.011878,6.5124407,0.93560815,0.48651457
5532,Suiza,CHE,2002,0.27924976,3.7771919,6.511807,0.93784195,0.48370346
5533,Suiza,CHE,2003,0.2792986,3.5133593,6.5112557,0.9404432,0.48048544
5534,Suiza,CHE,2004,0.27935764,3.2970288,6.512515,0.94258314,0.47820917
5535,Suiza,CHE,2005,0.2794013,3.2073069,6.5172462,0.9434283,0.47727862
5536,Suiza,CHE,2006,0.27947813,3.2654638,6.557234,0.9433202,0.4792302
5537,Suiza,CHE,2007,0.27961886,3.403029,6.6427507,0.9431916,0.4818434
5538,Suiza,CHE,2008,0.27978534,3.5664945,6.7428365,0.94303626,0.48557788
5539,Suiza,CHE,2009,0.27993673,3.703967,6.826749,0.94287515,0.4887165
5540,Suiza,CHE,2010,0.28002983,3.7600088,6.863533,0.9427256,0.49069282
5541,Suiza,CHE,2011,0.2800994,3.754557,6.8639407,0.94258153,0.49119282
5542,Suiza,CHE,2012,0.2801868,3.7400513,6.860276,0.9424577,0.49222958
5543,Suiza,CHE,2013,0.28028223,3.722054,6.8540144,0.9423424,0.4915266
5544,Suiza,CHE,2014,0.28037176,3.7073913,6.846777,0.9422369,0.4922007
5545,Suiza,CHE,2015,0.28043953,3.6999056,6.8399982,0.9421385,0.49183723
5546,Suiza,CHE,2016,0.28062987,3.7047162,6.817221,0.9420403,0.4904624
5547,Suiza,CHE,2017,0.28076303,3.7103853,6.7933817,0.94194055,0.4894723
5548,Suiza,CHE,2018,0.28052408,3.7097785,6.78825,0.94183946,0.48961532
5549,Suiza,CHE,2019,0.2799828,3.705447,6.79061,0.9417426,0.4910716
5970,Ucrania,UKR,1990,0.276157,4.2648845,3.109182,0.5217524,0.13016663
5971,Ucrania,UKR,1991,0.2753881,4.328565,3.1115975,0.52168155,0.12800972
5972,Ucrania,UKR,1992,0.27462083,4.387335,3.1115282,0.52162576,0.12563737
5973,Ucrania,UKR,1993,0.27389178,4.437566,3.10949,0.52158684,0.12302267
5974,Ucrania,UKR,1994,0.27323958,4.4742236,3.1059237,0.52155566,0.120182596
5975,Ucrania,UKR,1995,0.27269906,4.4943957,3.1015291,0.52154136,0.11754974
5976,Ucrania,UKR,1996,0.2721024,4.505719,3.0723562,0.521536,0.11404076
5977,Ucrania,UKR,1997,0.27135485,4.5185413,3.0091927,0.5215291,0.10979703
5978,Ucrania,UKR,1998,0.27060363,4.526868,2.934903,0.52152175,0.1057233
5979,Ucrania,UKR,1999,0.26999685,4.531305,2.872401,0.521512,0.102559105
5980,Ucrania,UKR,2000,0.26967925,4.526951,2.8447585,0.5215153,0.10122647
5981,Ucrania,UKR,2001,0.26961565,4.506401,2.8427632,0.5215194,0.10167394
5982,Ucrania,UKR,2002,0.26964414,4.467858,2.8419838,0.5215242,0.102477804
5983,Ucrania,UKR,2003,0.26972553,4.4177523,2.8424397,0.5215347,0.1031663
5984,Ucrania,UKR,2004,0.26982307,4.362677,2.8439982,0.52154255,0.1045638
5985,Ucrania,UKR,2005,0.26989645,4.315122,2.846743,0.5215573,0.105426505
5986,Ucrania,UKR,2006,0.2699782,4.265765,2.8758194,0.5215627,0.1069271
5987,Ucrania,UKR,2007,0.27010795,4.207717,2.9409006,0.5215657,0.109056376
5988,Ucrania,UKR,2008,0.27026373,4.152111,3.0185354,0.52157444,0.11132718
5989,Ucrania,UKR,2009,0.27042964,4.101679,3.084608,0.5215634,0.113309406
5990,Ucrania,UKR,2010,0.27058375,4.0636315,3.1155183,0.5215375,0.114740774
5991,Ucrania,UKR,2011,0.27081847,4.0276003,3.119328,0.5214986,0.11587107
5992,Ucrania,UKR,2012,0.27117696,3.9822237,3.1206193,0.5214586,0.116908
5993,Ucrania,UKR,2013,0.27156687,3.9361966,3.1204603,0.52142155,0.118037246
5994,Ucrania,UKR,2014,0.2718974,3.9005053,3.1196063,0.5213799,0.118681595
5995,Ucrania,UKR,2015,0.2720728,3.8831425,3.1196241,0.52136177,0.11927555
5996,Ucrania,UKR,2016,0.27206576,3.8882422,3.121358,0.5213581,0.12092872
5997,Ucrania,UKR,2017,0.27200583,3.895252,3.1236935,0.5213512,0.12112826
5998,Ucrania,UKR,2018,0.2718183,3.8966324,3.1275187,0.5213445,0.12156914
5999,Ucrania,UKR,2019,0.27143335,3.8973033,3.133128,0.5213342,0.121123455
6030,Reino Unido,GBR,1990,0.2513668,4.55913,4.181258,1.0871071,0.35198843
6031,Reino Unido,GBR,1991,0.25137487,4.476425,4.23005,1.0872802,0.35345984
6032,Reino Unido,GBR,1992,0.25137755,4.4013615,4.2736616,1.0874593,0.35509843
6033,Reino Unido,GBR,1993,0.25137627,4.339763,4.3089237,1.0876302,0.3568267
6034,Reino Unido,GBR,1994,0.2513731,4.296784,4.332686,1.0877843,0.3585464
6035,Reino Unido,GBR,1995,0.25136954,4.278126,4.3418264,1.0879234,0.36033753
6036,Reino Unido,GBR,1996,0.2513455,4.2774725,4.3462067,1.0880368,0.36239153
6037,Reino Unido,GBR,1997,0.25130332,4.2810287,4.355132,1.088148,0.364835
6038,Reino Unido,GBR,1998,0.2512586,4.285986,4.364264,1.0882337,0.36768028
6039,Reino Unido,GBR,1999,0.25122985,4.2886806,4.3693037,1.0882875,0.37062028
6040,Reino Unido,GBR,2000,0.25123382,4.285848,4.3659515,1.0883088,0.3735909
6041,Reino Unido,GBR,2001,0.25126424,4.260686,4.352807,1.0890489,0.37737367
6042,Reino Unido,GBR,2002,0.25131157,4.208306,4.334689,1.0908308,0.38232625
6043,Reino Unido,GBR,2003,0.2513746,4.1442213,4.3161693,1.0929388,0.3877413
6044,Reino Unido,GBR,2004,0.2514536,4.084586,4.3019443,1.0946802,0.39248574
6045,Reino Unido,GBR,2005,0.25154755,4.044324,4.296812,1.0953629,0.39598486
6046,Reino Unido,GBR,2006,0.2517607,4.0178766,4.317473,1.0952826,0.3987877
6047,Reino Unido,GBR,2007,0.2521704,3.991277,4.36564,1.0952265,0.40153196
6048,Reino Unido,GBR,2008,0.2527409,3.9684153,4.4232283,1.0951635,0.40412027
6049,Reino Unido,GBR,2009,0.25343102,3.9519038,4.4722896,1.0950963,0.4062714
6050,Reino Unido,GBR,2010,0.25420037,3.946605,4.4948473,1.0950202,0.40790415
6051,Reino Unido,GBR,2011,0.25662947,3.9695091,4.495006,1.0949289,0.40921468
6052,Reino Unido,GBR,2012,0.2612995,4.0222654,4.4904194,1.0948524,0.41036624
6053,Reino Unido,GBR,2013,0.2666979,4.0842757,4.4834905,1.0947759,0.4115595
6054,Reino Unido,GBR,2014,0.27129802,4.136073,4.4766536,1.0947104,0.41291305
6055,Reino Unido,GBR,2015,0.27356958,4.1568666,4.472304,1.0946536,0.41451535
6056,Reino Unido,GBR,2016,0.27395958,4.1270704,4.458649,1.0945989,0.41880447
6057,Reino Unido,GBR,2017,0.2737891,4.0961256,4.4451113,1.0945523,0.42277446
6058,Reino Unido,GBR,2018,0.26507547,4.094036,4.4479036,1.0945084,0.4241379
6059,Reino Unido,GBR,2019,0.24625693,4.0975676,4.4602027,1.0944765,0.4250394
